ID,Active,Gender,Age,Marital ST,Income,Salary Hike,Years in Co.,Job Role,Job Level,Department,Performance,Env. Satisf,Job Satisf,Job Involv,Yr. since promo,No. training,WorkLifeBalance,YearsWithCurrManager,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,Education,EducationField,DistanceFromHome
4015,Yes,Female,1,Single,52200,17,1,Laboratory Technician,1,Research & Development,3,4.0,4.0,2,1,3,2.0,0,0,0,0,2,Life Sciences,2
4016,Yes,Female,2,Married,27430,25,8,Sales Representative,2,Research & Development,4,3.0,2.0,4,0,1,3.0,7,1,1,2,4,Medical,0
4017,No,Male,1,Married,49980,20,7,Healthcare Representative,3,Research & Development,4,4.0,1.0,3,7,3,2.0,3,2,0,0,4,Medical,3
4018,No,Male,2,Divorced,102520,13,2,Healthcare Representative,3,Research & Development,3,4.0,4.0,3,2,3,3.0,2,1,0,4,3,Technical Degree,0
4019,No,Female,3,Married,27810,13,5,Human Resources,1,Research & Development,3,2.0,4.0,3,0,2,4.0,4,1,1,4,3,Life Sciences,0
4020,No,Male,1,Married,68520,18,1,Laboratory Technician,2,Research & Development,3,2.0,2.0,4,0,2,3.0,0,1,0,0,2,Life Sciences,5
4021,Yes,Female,1,Single,49500,12,1,Sales Executive,2,Sales,3,2.0,4.0,3,0,3,2.0,0,2,0,0,4,Life Sciences,2
4022,Yes,Female,1,Single,35790,19,1,Laboratory Technician,2,Research & Development,3,4.0,2.0,3,0,3,3.0,0,3,0,0,2,Life Sciences,3
4023,No,Male,1,Married,131910,14,10,Sales Executive,1,Research & Development,3,2.0,3.0,2,1,2,3.0,7,1,1,0,3,Life Sciences,2
4024,No,Female,1,Divorced,103770,14,10,Manager,5,Research & Development,3,2.0,3.0,3,0,2,3.0,2,0,1,0,4,Life Sciences,0
4025,No,Female,1,Married,22350,14,5,Sales Executive,1,Sales,3,3.0,4.0,3,1,2,3.0,0,1,0,1,2,Technical Degree,2
4026,No,Female,1,Single,105020,12,3,Sales Executive,1,Research & Development,3,4.0,1.0,2,1,4,3.0,2,0,1,1,5,Life Sciences,1
4027,No,Male,1,Married,20110,13,5,Manufacturing Director,1,Research & Development,3,4.0,1.0,4,0,4,3.0,4,0,1,2,2,Medical,1
4028,No,Male,1,Married,18590,25,3,Laboratory Technician,2,Sales,4,4.0,2.0,2,0,2,3.0,2,1,0,0,1,Technical Degree,0
4029,No,Female,2,Married,37600,14,9,Sales Executive,2,Research & Development,3,2.0,4.0,2,3,2,2.0,8,1,1,0,3,Medical,0
4030,No,Female,1,Single,177790,17,10,Manufacturing Director,4,Research & Development,3,2.0,4.0,1,0,5,2.0,8,1,1,0,3,Medical,1
4032,No,Male,1,Married,68120,13,1,Human Resources,2,Research & Development,3,2.0,3.0,2,1,2,2.0,0,0,0,0,2,Life Sciences,5
4033,No,Male,1,Single,51710,20,8,Manufacturing Director,2,Research & Development,4,1.0,3.0,2,0,1,2.0,7,1,0,0,3,Technical Degree,0
4034,No,Male,2,Divorced,197400,14,22,Research Director,2,Research & Development,3,4.0,4.0,4,4,2,3.0,7,0,2,1,3,Life Sciences,0
4035,No,Male,2,Married,187110,12,2,Manager,4,Sales,3,2.0,1.0,3,2,0,3.0,2,1,1,1,2,Medical,0
4036,Yes,Female,1,Married,36920,12,5,Sales Representative,1,Research & Development,3,4.0,1.0,3,3,5,3.0,0,1,0,0,2,Life Sciences,5
4037,Yes,Female,3,Single,25590,21,4,Sales Executive,5,Human Resources,4,1.0,4.0,3,1,3,3.0,0,0,0,0,2,Medical,0
4038,No,Female,1,Married,25170,14,4,Healthcare Representative,3,Research & Development,3,3.0,2.0,3,1,3,1.0,3,0,1,1,3,Technical Degree,2
4039,No,Female,2,Married,66230,18,5,Sales Executive,1,Research & Development,3,3.0,2.0,3,1,3,3.0,4,0,1,2,3,Life Sciences,1
4040,No,Female,2,Married,182650,12,13,Sales Executive,2,Research & Development,3,3.0,1.0,3,5,4,4.0,7,1,1,4,3,Technical Degree,1
4041,No,Female,1,Divorced,161240,23,5,Sales Executive,1,Sales,4,3.0,4.0,2,1,2,3.0,4,1,0,1,4,Life Sciences,1
4042,No,Female,1,Married,25850,12,4,Laboratory Technician,3,Research & Development,3,4.0,4.0,3,0,5,2.0,1,0,0,1,1,Life Sciences,1
4043,No,Female,1,Divorced,182130,21,2,Manufacturing Director,3,Sales,4,1.0,3.0,4,2,3,2.0,2,2,0,4,2,Life Sciences,5
4044,No,Male,1,Married,83800,14,7,Healthcare Representative,2,Sales,3,3.0,4.0,4,7,3,3.0,7,0,0,0,2,Life Sciences,3
4045,No,Female,2,Single,29940,18,4,Manager,2,Research & Development,3,2.0,3.0,3,0,2,3.0,3,1,1,2,4,Life Sciences,1
4046,No,Female,1,Single,12230,13,10,Sales Executive,5,Sales,3,2.0,3.0,3,0,3,2.0,9,1,1,0,3,Life Sciences,0
4047,No,Male,1,Married,11180,11,7,Research Scientist,4,Sales,3,3.0,4.0,3,0,3,3.0,7,0,0,0,3,Life Sciences,1
4048,Yes,Male,1,Single,28750,11,1,Sales Executive,2,Human Resources,3,3.0,1.0,3,0,3,3.0,0,0,0,0,4,Human Resources,0
4049,No,Female,2,Married,188240,19,3,Sales Representative,2,Research & Development,3,1.0,3.0,3,1,4,3.0,2,1,1,3,5,Medical,1
4050,No,Male,1,Married,135770,12,5,Healthcare Representative,2,Sales,3,2.0,2.0,3,1,2,2.0,2,1,0,0,2,Technical Degree,0
4051,No,Female,1,Married,26250,12,15,Manufacturing Director,2,Research & Development,3,3.0,4.0,3,6,4,3.0,11,3,1,0,4,Life Sciences,1
4052,Yes,Male,1,Single,187890,16,2,Research Director,1,Research & Development,3,4.0,3.0,3,2,4,3.0,2,1,0,1,3,Technical Degree,5
4053,No,Male,2,Married,45380,11,8,Research Scientist,1,Research & Development,3,3.0,2.0,3,1,3,4.0,7,0,1,4,4,Medical,0
4054,No,Female,3,Married,198470,14,0,Sales Executive,2,Research & Development,3,4.0,1.0,3,0,6,3.0,0,0,0,2,3,Technical Degree,0
4055,No,Female,2,Married,105120,12,10,Laboratory Technician,1,Research & Development,3,1.0,1.0,3,7,2,3.0,9,1,1,0,3,Other,0
4056,No,Female,2,Divorced,44440,13,20,Manager,1,Research & Development,3,4.0,2.0,3,0,2,3.0,7,0,2,0,2,Medical,0
4057,No,Male,3,Married,21540,21,1,Sales Representative,5,Sales,4,4.0,4.0,3,0,3,2.0,0,1,2,2,3,Marketing,1
4058,Yes,Male,1,Single,191900,17,4,Laboratory Technician,2,Research & Development,3,1.0,3.0,3,0,2,3.0,3,1,0,1,3,Life Sciences,1
4059,No,Female,2,Divorced,44900,21,5,Sales Representative,1,Research & Development,4,2.0,4.0,3,0,1,4.0,3,1,1,1,4,Life Sciences,0
4060,No,Male,2,Married,35060,11,5,Research Scientist,2,Sales,3,2.0,4.0,2,4,4,3.0,3,1,2,1,4,Life Sciences,2
4061,No,Female,2,Divorced,23720,12,0,Sales Executive,1,Sales,3,2.0,4.0,3,0,3,3.0,0,1,1,1,3,Life Sciences,0
4062,Yes,Male,1,Married,102310,13,1,Laboratory Technician,4,Sales,3,1.0,2.0,3,0,2,3.0,0,1,0,0,1,Life Sciences,1
4063,No,Male,1,Married,54100,18,5,Sales Executive,1,Research & Development,3,2.0,1.0,3,0,4,1.0,4,0,0,0,1,Medical,5
4064,No,Male,1,Single,79780,16,5,Research Scientist,3,Research & Development,3,3.0,3.0,3,1,2,2.0,4,2,0,0,1,Medical,4
4065,No,Male,1,Divorced,38670,11,4,Sales Executive,1,Sales,3,3.0,1.0,4,2,4,4.0,3,1,0,0,1,Medical,4
4066,No,Male,1,Married,28380,19,5,Research Scientist,2,Research & Development,3,1.0,2.0,1,0,5,3.0,2,2,0,0,3,Life Sciences,0
4067,No,Male,1,Single,46950,16,14,Healthcare Representative,4,Sales,3,1.0,4.0,3,2,2,2.0,1,1,1,0,3,Marketing,0
4068,No,Female,1,Divorced,33390,16,8,Research Director,1,Research & Development,3,4.0,3.0,2,1,2,2.0,1,0,0,0,3,Technical Degree,3
4069,No,Male,1,Single,20800,13,7,Research Scientist,2,Research & Development,3,3.0,1.0,4,7,6,2.0,6,0,0,0,2,Life Sciences,0
4070,No,Male,1,Married,20960,22,5,Laboratory Technician,2,Research & Development,4,1.0,1.0,4,0,2,2.0,2,0,0,0,4,Other,0
4071,No,Male,1,Divorced,62090,17,5,Manager,3,Research & Development,3,3.0,4.0,4,1,5,3.0,2,1,0,2,1,Life Sciences,0
4072,No,Female,1,Married,180610,14,10,Human Resources,2,Research & Development,3,4.0,1.0,3,8,2,3.0,7,1,1,0,5,Technical Degree,5
4073,Yes,Female,1,Divorced,171230,15,4,Sales Representative,2,Sales,3,3.0,4.0,2,0,2,2.0,3,1,0,2,5,Life Sciences,1
4074,No,Male,2,Single,23720,12,1,Sales Representative,3,Research & Development,3,1.0,1.0,2,0,3,2.0,0,0,2,2,2,Technical Degree,1
4075,No,Male,1,Married,48830,18,10,Sales Representative,2,Research & Development,3,3.0,4.0,1,0,1,3.0,9,1,1,0,3,Life Sciences,1
4076,No,Female,1,Single,39040,15,7,Manager,1,Sales,3,4.0,4.0,3,0,2,3.0,7,0,0,0,3,Life Sciences,0
4077,No,Female,1,Single,46270,17,1,Research Scientist,2,Research & Development,3,4.0,4.0,2,0,2,3.0,0,1,0,4,1,Medical,1
4078,Yes,Male,1,Married,70940,14,10,Sales Executive,3,Research & Development,3,1.0,4.0,3,0,2,3.0,8,1,1,0,1,Other,0
4079,Yes,Male,2,Single,34230,15,2,Research Scientist,1,Research & Development,3,1.0,1.0,3,2,4,2.0,2,1,1,3,3,Medical,3
4080,No,Male,3,Married,66740,17,4,Research Scientist,3,Research & Development,3,1.0,3.0,3,2,2,2.0,3,1,0,1,3,Other,2
4081,No,Female,1,Divorced,168800,14,9,Sales Executive,4,Research & Development,3,4.0,3.0,3,2,2,3.0,8,3,0,0,4,Medical,0
4082,No,Male,2,Married,90940,12,10,Research Scientist,1,Research & Development,3,1.0,3.0,3,0,0,3.0,9,1,1,0,3,Medical,0
4083,No,Female,2,Married,84460,14,6,Sales Executive,4,Research & Development,3,4.0,2.0,2,1,3,3.0,2,0,0,0,5,Medical,0
4084,No,Male,3,Married,119160,15,10,Laboratory Technician,2,Sales,3,3.0,2.0,2,1,3,3.0,4,1,3,2,3,Marketing,1
4085,No,Male,1,Divorced,45340,13,1,Manufacturing Director,1,Sales,3,4.0,4.0,3,0,2,3.0,0,0,0,0,3,Other,1
4086,No,Male,2,Single,98520,12,20,Sales Executive,2,Research & Development,3,2.0,1.0,2,11,5,3.0,10,1,2,0,3,Life Sciences,0
4087,No,Female,2,Single,61510,13,20,Research Scientist,2,Research & Development,3,4.0,3.0,3,3,3,3.0,7,1,2,0,4,Life Sciences,2
4088,No,Male,1,Married,23020,14,11,Healthcare Representative,2,Research & Development,3,3.0,3.0,3,4,3,4.0,8,0,1,2,2,Life Sciences,2
4089,No,Female,3,Single,23620,13,5,Human Resources,2,Research & Development,3,3.0,1.0,4,1,2,3.0,4,1,0,3,3,Medical,0
4090,No,Male,1,Single,178610,11,4,Manufacturing Director,1,Research & Development,3,2.0,3.0,1,1,5,2.0,2,2,0,0,4,Other,1
4091,No,Male,1,Single,191870,11,5,Research Scientist,2,Research & Development,3,4.0,4.0,3,1,2,4.0,4,1,0,0,3,Life Sciences,1
4092,No,Female,2,Married,197170,21,10,Research Scientist,3,Research & Development,4,4.0,3.0,2,9,1,4.0,4,0,1,0,3,Medical,4
4093,No,Female,2,Married,35440,18,11,Research Scientist,5,Research & Development,3,2.0,2.0,2,5,3,3.0,10,3,1,1,1,Medical,1
4094,No,Female,1,Married,85000,12,2,Laboratory Technician,2,Sales,3,3.0,2.0,3,1,2,3.0,2,0,0,2,5,Medical,4
4095,No,Male,1,Married,46610,11,12,Research Scientist,2,Human Resources,3,4.0,2.0,2,1,3,2.0,7,0,1,0,4,Life Sciences,4
4096,No,Male,1,Divorced,41030,15,2,Sales Executive,5,Research & Development,3,4.0,3.0,3,0,2,2.0,2,1,0,3,2,Medical,1
4097,No,Male,2,Single,42490,13,17,Sales Executive,2,Research & Development,3,1.0,3.0,2,12,2,3.0,11,1,2,1,4,Life Sciences,0
4098,No,Male,1,Divorced,140260,12,1,Research Scientist,2,Research & Development,3,2.0,3.0,3,0,4,2.0,0,0,0,0,3,Life Sciences,0
4099,No,Female,2,Married,68930,17,15,Sales Executive,2,Research & Development,3,4.0,2.0,3,5,3,3.0,8,0,1,0,3,Life Sciences,3
4100,No,Female,1,Married,61250,13,2,Sales Executive,3,Research & Development,3,1.0,3.0,3,1,3,3.0,2,1,0,0,4,Medical,2
4101,No,Male,2,Married,36690,19,8,Research Scientist,2,Research & Development,3,1.0,3.0,3,7,2,3.0,7,0,1,1,4,Other,0
4102,No,Male,2,Divorced,100080,19,4,Laboratory Technician,2,Research & Development,3,4.0,1.0,1,1,3,2.0,2,1,0,3,3,Medical,1
4103,No,Male,2,Married,23870,17,5,Healthcare Representative,1,Sales,3,4.0,4.0,1,1,1,3.0,0,1,1,1,2,Medical,0
4104,No,Male,2,Married,46390,11,13,Sales Executive,1,Research & Development,3,3.0,2.0,2,5,2,1.0,12,1,1,0,2,Medical,4
4105,No,Male,1,Married,78980,15,2,Healthcare Representative,2,Research & Development,3,4.0,3.0,2,2,2,3.0,2,0,0,3,3,Life Sciences,0
4106,No,Male,1,Single,25340,11,3,Sales Executive,2,Human Resources,3,4.0,3.0,3,1,1,4.0,2,0,0,0,1,Human Resources,2
4107,No,Female,1,Single,131420,25,10,Sales Executive,2,Research & Development,4,2.0,3.0,3,0,4,3.0,8,2,1,0,3,Medical,1
4108,No,Male,1,Married,16110,14,9,Healthcare Representative,3,Sales,3,2.0,4.0,2,8,2,3.0,1,0,1,0,4,Medical,0
4109,No,Male,1,Single,53630,13,6,Manufacturing Director,3,Research & Development,3,3.0,2.0,3,4,4,3.0,1,0,0,0,2,Technical Degree,0
4110,No,Male,2,Married,50710,17,1,Research Director,2,Research & Development,3,1.0,4.0,2,0,3,2.0,0,1,0,4,4,Medical,0
4111,No,Male,1,Married,136950,13,2,Sales Executive,3,Research & Development,3,2.0,2.0,3,2,3,3.0,2,0,0,0,2,Medical,0
4112,No,Male,2,Single,134020,14,7,Sales Executive,1,Research & Development,3,1.0,4.0,3,1,1,3.0,7,1,1,3,4,Life Sciences,0
4113,No,Female,2,Married,20290,11,18,Research Director,2,Sales,3,2.0,3.0,2,1,3,3.0,11,1,2,1,4,Medical,4
4114,No,Male,1,Married,63770,12,14,Manager,2,Research & Development,3,3.0,4.0,3,5,3,3.0,7,2,1,0,3,Life Sciences,3
4115,No,Female,1,Married,54290,17,16,Sales Executive,4,Research & Development,3,3.0,4.0,3,6,3,3.0,8,1,1,0,3,Life Sciences,0
4116,No,Female,1,Divorced,27850,21,5,Manufacturing Director,2,Research & Development,4,1.0,3.0,3,0,2,2.0,4,0,0,0,4,Medical,0
4118,No,Female,2,Single,26100,15,4,Sales Representative,1,Research & Development,3,2.0,4.0,3,1,2,3.0,2,0,0,3,1,Life Sciences,1
4119,No,Male,0,Single,66870,19,2,Research Scientist,3,Sales,3,3.0,1.0,3,1,0,3.0,2,3,0,0,5,Medical,2
4120,No,Female,2,Single,47240,12,6,Research Director,2,Research & Development,3,4.0,4.0,4,1,4,2.0,3,1,2,1,4,Life Sciences,0
4121,Yes,Female,1,Married,61790,11,1,Manufacturing Director,2,Research & Development,3,4.0,1.0,3,1,3,2.0,0,0,0,0,4,Life Sciences,0
4122,No,Female,1,Married,61200,19,9,Laboratory Technician,2,Research & Development,3,1.0,4.0,3,3,2,3.0,4,0,1,0,3,Life Sciences,4
4123,No,Male,1,Divorced,105960,15,4,Sales Executive,2,Research & Development,3,4.0,2.0,2,0,3,3.0,2,0,1,3,1,Medical,3
4124,No,Male,3,Divorced,54670,20,13,Sales Executive,1,Research & Development,4,3.0,3.0,2,1,6,2.0,9,0,1,0,1,Life Sciences,1
4125,Yes,Male,1,Married,29960,25,2,Sales Representative,2,Research & Development,4,1.0,4.0,3,2,4,4.0,2,0,0,4,4,Medical,1
4126,No,Male,2,Married,99980,24,22,Research Scientist,3,Research & Development,4,1.0,3.0,2,4,3,2.0,14,2,2,2,1,Life Sciences,3
4127,Yes,Male,3,Married,40780,24,10,Sales Executive,2,Sales,4,4.0,3.0,3,9,3,1.0,8,1,1,4,4,Other,2
4128,No,Female,2,Married,109200,15,20,Healthcare Representative,1,Research & Development,3,1.0,2.0,4,0,3,3.0,10,1,2,0,4,Life Sciences,2
4129,No,Female,1,Married,62320,13,8,Laboratory Technician,1,Sales,3,4.0,3.0,3,1,3,3.0,7,1,0,0,3,Medical,0
4130,No,Female,1,Divorced,132470,14,15,Human Resources,1,Sales,3,4.0,4.0,3,11,3,2.0,11,0,1,0,1,Medical,0
4131,No,Male,2,Divorced,40810,13,5,Healthcare Representative,1,Research & Development,3,3.0,2.0,3,0,3,3.0,4,0,1,1,5,Medical,0
4132,No,Female,1,Single,57690,11,4,Research Scientist,2,Sales,3,4.0,1.0,3,1,3,3.0,2,0,0,0,4,Life Sciences,1
4133,No,Female,1,Single,23940,16,9,Healthcare Representative,2,Research & Development,3,3.0,4.0,3,1,3,3.0,7,1,0,0,3,Medical,3
4134,No,Male,2,Married,39040,22,10,Sales Representative,3,Research & Development,4,1.0,4.0,2,1,3,3.0,9,0,1,0,3,Medical,4
4135,Yes,Female,2,Divorced,167990,14,6,Laboratory Technician,2,Sales,3,2.0,3.0,2,0,2,3.0,1,1,1,3,2,Life Sciences,0
4136,No,Male,1,Married,29500,14,6,Healthcare Representative,1,Research & Development,3,2.0,4.0,2,0,1,2.0,0,0,0,2,4,Life Sciences,4
4137,No,Male,2,Single,36290,16,5,Laboratory Technician,1,Sales,3,4.0,3.0,4,0,2,3.0,1,1,0,4,3,Life Sciences,4
4138,No,Male,2,Single,93620,11,2,Research Scientist,1,Sales,3,3.0,3.0,3,2,6,3.0,2,1,0,1,4,Life Sciences,2
4139,No,Male,1,Married,32290,25,10,Manufacturing Director,2,Sales,4,3.0,3.0,2,0,2,4.0,2,0,1,0,2,Life Sciences,1
4140,No,Male,2,Married,35780,14,5,Manager,1,Research & Development,3,3.0,3.0,3,0,2,3.0,2,1,2,1,4,Life Sciences,3
4141,No,Male,1,Married,79880,18,4,Research Scientist,2,Human Resources,3,3.0,4.0,3,1,3,3.0,1,0,0,0,1,Life Sciences,2
4142,No,Male,1,Married,42840,11,4,Sales Executive,3,Research & Development,3,4.0,2.0,2,0,5,3.0,3,0,1,2,3,Medical,0
4143,No,Male,1,Single,75530,19,5,Sales Representative,2,Research & Development,3,4.0,1.0,3,0,3,1.0,4,0,0,0,3,Medical,1
4144,Yes,Male,2,Divorced,173280,15,3,Research Scientist,1,Research & Development,3,4.0,1.0,3,2,1,3.0,0,2,2,2,3,Medical,3
4145,No,Male,2,Married,197010,11,20,Sales Executive,2,Sales,3,2.0,4.0,4,9,3,2.0,6,0,2,0,3,Medical,5
4146,No,Female,1,Single,147320,12,9,Sales Executive,4,Research & Development,3,2.0,1.0,3,1,3,3.0,7,0,1,0,4,Life Sciences,1
4147,No,Male,1,Single,92780,20,4,Manager,2,Research & Development,4,4.0,3.0,3,0,3,3.0,0,0,0,0,4,Medical,2
4148,No,Male,1,Married,13590,12,5,Sales Executive,1,Research & Development,3,3.0,4.0,3,0,2,3.0,3,0,1,2,1,Technical Degree,1
4149,No,Female,2,Married,47790,14,7,Research Scientist,1,Research & Development,3,4.0,1.0,3,1,3,3.0,7,2,0,2,1,Medical,0
4150,No,Male,1,Married,164220,20,6,Laboratory Technician,1,Research & Development,4,2.0,2.0,3,0,3,3.0,3,1,0,0,2,Medical,1
4151,No,Male,2,Married,29960,18,9,Healthcare Representative,3,Research & Development,3,4.0,2.0,2,0,2,2.0,8,1,1,1,1,Medical,1
4152,No,Female,1,Married,12610,14,4,Sales Executive,1,Sales,3,2.0,3.0,3,1,6,4.0,2,1,0,1,3,Medical,0
4153,Yes,Female,2,Single,20990,12,6,Research Scientist,1,Research & Development,3,2.0,4.0,3,0,2,1.0,5,1,0,4,2,Life Sciences,1
4154,No,Female,2,Married,58100,21,10,Manufacturing Director,2,Sales,4,3.0,2.0,3,1,2,3.0,7,1,1,0,4,Life Sciences,0
4155,Yes,Male,1,Single,56470,19,0,Sales Executive,1,Research & Development,3,4.0,3.0,3,0,2,3.0,0,0,0,3,3,Life Sciences,0
4156,No,Male,1,Married,34200,14,8,Research Scientist,2,Research & Development,3,4.0,3.0,3,3,3,3.0,0,0,0,0,2,Medical,2
4157,No,Female,1,Married,44000,17,2,Manufacturing Director,4,Sales,3,1.0,2.0,2,2,3,3.0,2,1,0,4,4,Medical,1
4158,No,Female,1,Single,35000,16,7,Research Scientist,2,Research & Development,3,4.0,4.0,2,3,2,2.0,6,1,0,0,2,Medical,1
4159,No,Female,3,Married,20660,12,1,Sales Representative,5,Sales,3,3.0,1.0,3,0,3,2.0,0,1,1,2,2,Marketing,0
4160,No,Male,1,Divorced,171690,17,1,Laboratory Technician,2,Research & Development,3,4.0,3.0,3,0,2,3.0,0,2,0,0,4,Medical,2
4161,No,Male,2,Single,41620,15,9,Healthcare Representative,2,Sales,3,4.0,3.0,3,1,1,3.0,8,1,1,0,4,Life Sciences,3
4162,No,Male,1,Married,92040,23,7,Sales Executive,1,Research & Development,4,3.0,3.0,3,7,2,2.0,7,1,1,3,3,Life Sciences,1
4163,No,Male,1,Married,32940,11,5,Manager,2,Human Resources,3,1.0,2.0,3,0,2,3.0,3,0,0,0,4,Human Resources,0
4164,No,Male,1,Single,21270,11,9,Laboratory Technician,2,Sales,3,4.0,3.0,2,0,3,3.0,8,1,1,0,4,Life Sciences,5
4165,No,Male,1,Divorced,39750,15,5,Laboratory Technician,2,Research & Development,3,1.0,3.0,3,4,3,2.0,3,1,0,0,2,Medical,0
4166,No,Male,1,Divorced,107930,11,2,Laboratory Technician,1,Research & Development,3,2.0,4.0,2,1,1,3.0,2,3,0,0,3,Technical Degree,5
4167,Yes,Male,1,Single,100960,13,4,Research Director,5,Research & Development,3,3.0,3.0,3,0,2,3.0,3,0,0,2,4,Life Sciences,0
4168,No,Female,1,Divorced,36460,14,10,Laboratory Technician,4,Research & Development,3,2.0,1.0,4,8,3,3.0,8,0,1,0,2,Life Sciences,3
4169,No,Female,1,Divorced,74460,19,6,Research Director,2,Human Resources,3,1.0,2.0,3,0,3,2.0,5,0,0,0,3,Human Resources,4
4170,No,Female,1,Divorced,108510,16,1,Sales Executive,3,Research & Development,3,4.0,4.0,4,0,2,2.0,0,1,0,0,3,Life Sciences,1
4171,No,Male,2,Married,21090,13,25,Manager,2,Research & Development,3,1.0,4.0,3,3,3,3.0,7,0,3,1,3,Medical,2
4172,No,Female,2,Single,37220,14,3,Manufacturing Director,1,Research & Development,3,4.0,4.0,3,1,0,3.0,2,0,0,2,3,Life Sciences,5
4173,No,Male,1,Divorced,93800,16,4,Research Scientist,3,Research & Development,3,1.0,3.0,2,1,2,2.0,3,0,0,0,5,Life Sciences,0
4174,Yes,Male,1,Single,54860,12,5,Research Director,1,Research & Development,3,3.0,1.0,3,0,2,3.0,3,1,1,3,3,Life Sciences,0
4175,No,Male,1,Single,27420,11,12,Research Scientist,4,Sales,3,1.0,2.0,3,2,2,3.0,11,1,1,0,3,Marketing,4
4176,No,Male,0,Single,137570,12,0,Manufacturing Director,2,Sales,3,3.0,4.0,3,0,3,3.0,0,1,0,0,3,Life Sciences,0
4177,Yes,Female,1,Single,84630,13,4,Research Scientist,2,Sales,3,2.0,1.0,1,1,2,3.0,3,0,0,1,2,Marketing,3
4178,No,Male,2,Divorced,31620,15,14,Human Resources,5,Sales,3,3.0,3.0,3,4,4,2.0,8,0,2,2,1,Life Sciences,0
4179,Yes,Female,1,Single,165980,13,10,Manufacturing Director,2,Research & Development,3,2.0,1.0,3,6,2,3.0,7,0,1,0,3,Medical,2
4180,No,Male,2,Married,66510,20,9,Laboratory Technician,2,Research & Development,4,3.0,2.0,2,4,5,3.0,2,0,1,0,3,Technical Degree,2
4181,No,Female,2,Married,23450,15,22,Manufacturing Director,1,Research & Development,3,1.0,4.0,3,5,0,3.0,17,2,2,1,1,Life Sciences,0
4182,No,Female,2,Single,34200,13,2,Research Scientist,1,Sales,3,2.0,1.0,1,2,3,2.0,1,2,2,1,3,Life Sciences,0
4183,No,Male,1,Single,43730,14,1,Manufacturing Director,1,Sales,3,3.0,4.0,3,0,3,3.0,0,0,0,2,3,Medical,0
4184,No,Male,2,Married,47590,21,4,Healthcare Representative,5,Human Resources,4,4.0,4.0,3,1,2,4.0,3,0,0,1,3,Life Sciences,5
4185,No,Female,1,Single,53010,16,10,Research Scientist,1,Research & Development,3,4.0,3.0,3,1,3,3.0,8,1,1,0,4,Technical Degree,0
4186,Yes,Male,2,Married,36730,14,1,Sales Executive,1,Human Resources,3,4.0,4.0,3,0,3,4.0,0,1,1,1,4,Medical,0
4187,Yes,Male,1,Married,47680,11,2,Sales Executive,3,Human Resources,3,2.0,4.0,2,2,2,2.0,0,1,0,1,5,Human Resources,0
4188,No,Female,2,Divorced,12740,19,5,Research Director,1,Sales,3,4.0,3.0,2,1,3,2.0,4,0,0,0,5,Technical Degree,1
4189,Yes,Male,2,Married,49000,11,3,Research Director,1,Research & Development,3,1.0,3.0,2,0,3,3.0,2,0,0,0,4,Medical,2
4190,No,Male,1,Married,104660,13,2,Manufacturing Director,3,Sales,3,4.0,4.0,3,2,1,3.0,2,0,0,0,4,Marketing,0
4191,No,Female,1,Married,170070,12,1,Sales Executive,4,Research & Development,3,2.0,1.0,2,0,2,4.0,0,1,0,4,1,Life Sciences,5
4192,No,Male,1,Married,29090,11,5,Human Resources,4,Sales,3,3.0,1.0,2,1,2,3.0,3,0,1,1,2,Marketing,1
4193,No,Male,1,Divorced,57650,14,1,Research Scientist,1,Research & Development,3,3.0,4.0,3,0,2,3.0,0,1,0,0,1,Medical,2
4194,No,Female,1,Divorced,45990,15,1,Research Scientist,3,Sales,3,4.0,1.0,2,0,3,3.0,0,1,0,0,2,Marketing,1
4195,Yes,Male,1,Single,24040,12,1,Manager,2,Sales,3,1.0,3.0,3,0,6,2.0,1,0,0,0,3,Marketing,0
4196,No,Male,1,Single,31720,20,9,Healthcare Representative,4,Sales,4,4.0,3.0,3,1,1,3.0,7,1,0,0,3,Life Sciences,4
4197,No,Male,1,Single,20330,14,12,Research Scientist,1,Research & Development,3,3.0,4.0,1,3,3,3.0,7,1,1,0,4,Medical,0
4198,Yes,Male,2,Married,102090,13,22,Sales Executive,2,Sales,3,2.0,3.0,3,15,2,3.0,8,1,2,0,4,Marketing,4
4199,No,Female,1,Single,86200,13,9,Research Scientist,1,Research & Development,3,2.0,3.0,2,8,2,3.0,7,1,1,0,2,Technical Degree,1
4200,No,Female,1,Married,20640,16,1,Sales Executive,3,Research & Development,3,2.0,2.0,2,0,3,3.0,0,0,0,2,3,Life Sciences,3
4201,No,Male,2,Single,40350,14,9,Sales Executive,3,Research & Development,3,1.0,4.0,3,0,2,3.0,8,1,1,2,3,Technical Degree,4
4202,No,Female,1,Married,38380,16,1,Research Scientist,3,Research & Development,3,4.0,4.0,3,0,2,3.0,1,1,0,0,4,Medical,1
4203,Yes,Female,2,Single,45910,16,1,Sales Executive,1,Research & Development,3,1.0,3.0,1,0,6,3.0,0,0,2,4,4,Technical Degree,0
4204,Yes,Male,1,Single,25610,22,2,Sales Executive,1,Research & Development,4,3.0,3.0,3,2,3,2.0,2,1,0,0,1,Medical,2
4205,No,Female,2,Divorced,15630,12,4,Research Scientist,3,Research & Development,3,2.0,1.0,3,1,3,2.0,3,2,0,2,1,Medical,0
